script, Key, KeyS, IV, imW, imH, imD, timeKey, tc_Dec2Bin, tc_ReshArray, tc_XOR, tc_ReshapeMatrix1, tcBin2Dec, tc_ReshapeMatrix2, tc_totalTime, tc_diff_Dec2Bin, tc_diff_ReshArray, tc_diff_XOR, tc_diff_ReshapeMatrix1, tc_diff_Bin2Dec, tc_diff_ReshapeMatrix2, tc_diff_totalTime, tc_sens_Dec2Bin, tc_sens_ReshArray, tc_sens_XOR, tc_sens_ReshapeMatrix1, tc_sens_Bin2Dec, tc_sens_ReshapeMatrix2, tc_sens_totalTime, td_Dec2Bin, td_ReshArray, td_XOR, td_ReshapeMatrix1, tdBin2Dec, td_ReshapeMatrix2, td_totalTime, td_diff_Dec2Bin, td_diff_ReshArray, td_diff_XOR, td_diff_ReshapeMatrix1, td_diff_Bin2Dec, td_diff_ReshapeMatrix2, td_diff_totalTime, totalTime, intensityPlain, intensityCipher, intensityDecipher, entropyPlain, entropyCipher, entropyDecipher, diff_NPCRscore, diff_NPCRpval, diff_UACIscore, diff_UACIpval, corr_plain_H, corr_plain_V, corr_plain_D, corr_cipher_H, corr_cipher_V, corr_cipher_D, corr_decipher_H, corr_decipher_V, corr_decipher_D, corr_keySensCipher, corr_keySensDecipher  
[24-02-17 21.24.09.217],C01E624602846E39868B,C01E624602946E39868B,21E8DDD129B0766F1D7A,512,512,1,11.787064,0.076272,0.026870,0.003135,0.000012,0.010564,0.000753,0.117676,0.077280,0.024798,0.003155,0.000012,0.011061,0.001037,0.117410,0.078820,0.023628,0.003363,0.000013,0.011465,0.001005,0.118369,0.085548,0.026692,0.003431,0.000012,0.011812,0.001098,0.128665,0.086676,0.029966,0.002750,0.000017,0.011151,0.000727,0.131361,12.418814,123.177197,127.677425,123.177197,7.201008,7.999356,7.999356,0.996143,0.658013,0.333938,0.131318,0.933670,0.902255,0.857431,0.003805,-0.006252,-0.016737,0.933670,0.902255,0.857431,-0.001386,0.005119 
[24-02-17 21.25.34.856],5BB10DC12798EAD4D6C6,5BB10DC1279AEAD4D6C6,0775D29293C4EDADD1C1,512,512,1,11.471029,0.074997,0.025035,0.002829,0.000012,0.010548,0.000770,0.114253,0.079387,0.028867,0.004143,0.000016,0.010053,0.000853,0.123392,0.077863,0.025845,0.002707,0.000013,0.011902,0.000922,0.119305,0.079464,0.034029,0.003115,0.000015,0.010844,0.000704,0.128243,0.081521,0.027501,0.003341,0.000016,0.012501,0.000901,0.125853,12.099598,123.177197,127.550205,123.177197,7.201008,7.999295,7.999295,0.996319,0.967653,0.334708,0.875280,0.941571,0.918424,0.851823,0.002002,0.007209,0.006581,0.941571,0.918424,0.851823,0.001464,0.004330 
[24-02-17 21.26.59.935],3BE0FB0EA17E14A739C6,3BE0FB0EA17E14A539C6,84FA181615300461A481,512,512,1,11.462256,0.076742,0.023855,0.002514,0.000009,0.012260,0.000786,0.116245,0.077698,0.024301,0.003298,0.000014,0.010978,0.000814,0.117169,0.086226,0.026773,0.002528,0.000012,0.012029,0.000680,0.128303,0.085848,0.028063,0.002598,0.000010,0.010532,0.000764,0.127874,0.084474,0.027890,0.003010,0.000011,0.011100,0.000767,0.127320,12.096634,123.177197,127.382092,123.177197,7.201008,7.999279,7.999279,0.996132,0.622902,0.335091,0.324430,0.921843,0.895060,0.869457,0.016091,-0.016577,-0.021082,0.921843,0.895060,0.869457,0.001536,0.001612 
[24-02-17 21.28.25.392],2E9F643CEE9F1DC817F8,2E9F643CEE9F1D8817F8,EAFFA0A2F4E52E03D261,512,512,1,11.444463,0.077331,0.026292,0.003389,0.000012,0.011010,0.000698,0.118801,0.083411,0.026253,0.002601,0.000012,0.011203,0.000940,0.124476,0.080454,0.029327,0.002862,0.000010,0.011840,0.000697,0.125260,0.085376,0.024592,0.003886,0.000016,0.013133,0.000718,0.127790,0.087285,0.029757,0.002546,0.000010,0.010395,0.000845,0.130892,12.089118,123.177197,127.672832,123.177197,7.201008,7.999394,7.999394,0.996147,0.669436,0.335065,0.352616,0.935894,0.896460,0.858398,0.004705,0.004241,-0.008287,0.935894,0.896460,0.858398,0.003217,-0.000163 
[24-02-17 21.29.50.254],9D34BE98BE3AE6CD0B0B,9D34BE98BE3AE6CF0B0B,292065959F14C266E112,512,512,1,11.474334,0.080772,0.026330,0.002504,0.000010,0.010807,0.000731,0.121209,0.076595,0.023960,0.003925,0.000015,0.011698,0.000628,0.116893,0.077019,0.025059,0.002528,0.000011,0.010371,0.000849,0.115889,0.082860,0.029049,0.002536,0.000010,0.011787,0.000820,0.127113,0.088382,0.028078,0.002518,0.000010,0.010152,0.000872,0.130060,12.100917,123.177197,127.507946,123.177197,7.201008,7.999333,7.999333,0.996143,0.658013,0.334042,0.198895,0.927636,0.888112,0.846942,-0.018483,-0.013504,0.009900,0.927636,0.888112,0.846942,0.000544,-0.001673 
[24-02-17 21.31.15.668],8B5EE728C7DE966DF875,8B5EE728C7D6966DF875,EBA66ED9C824329799C3,512,512,1,11.557287,0.088705,0.024505,0.003477,0.000016,0.011593,0.000715,0.129070,0.076750,0.026016,0.004536,0.000022,0.013262,0.000625,0.121289,0.079651,0.028575,0.003315,0.000012,0.011434,0.000881,0.123949,0.079478,0.027376,0.002510,0.000010,0.010821,0.000674,0.120930,0.081240,0.028062,0.003181,0.000012,0.010889,0.000804,0.124244,12.192351,123.177197,127.307880,123.177197,7.201008,7.999225,7.999225,0.995998,0.216878,0.334208,0.355389,0.944678,0.884196,0.847757,0.014287,0.017835,-0.008556,0.944678,0.884196,0.847757,-0.001787,-0.000411 
[24-02-17 21.32.41.296],4BE52A366CB9FA81D0DB,4BE52A166CB9FA81D0DB,A26BAADD094578B04DDB,512,512,1,11.445737,0.092935,0.027840,0.003665,0.000013,0.012243,0.000745,0.137517,0.084934,0.025881,0.003357,0.000012,0.010823,0.000738,0.125815,0.075841,0.024211,0.003340,0.000015,0.012083,0.000836,0.116389,0.086343,0.028479,0.002639,0.000012,0.012087,0.001208,0.130825,0.080040,0.027696,0.003402,0.000015,0.011561,0.000853,0.123639,12.096371,123.177197,127.544937,123.177197,7.201008,7.999273,7.999273,0.996105,0.537419,0.334853,0.638477,0.941430,0.896298,0.857975,-0.019741,0.005193,0.018328,0.941430,0.896298,0.857975,0.004496,0.001614 
[24-02-17 21.34.06.538],2BD043C29CC5AF54C748,2BD043C39CC5AF54C748,33C2C8C41E3F96B3A215,512,512,1,11.674034,0.082939,0.026418,0.004408,0.000017,0.011265,0.000700,0.125813,0.078337,0.027291,0.002893,0.000010,0.010933,0.000689,0.120204,0.079191,0.026702,0.003244,0.000013,0.010402,0.001024,0.120641,0.105819,0.029537,0.004343,0.000030,0.013383,0.001150,0.154383,0.089335,0.027490,0.002968,0.000015,0.010820,0.000680,0.131372,12.344575,123.177197,127.636383,123.177197,7.201008,7.999369,7.999369,0.996014,0.255418,0.335296,0.153003,0.941252,0.896592,0.854235,0.012367,-0.000089,0.006133,0.941252,0.896592,0.854235,-0.002945,-0.004298 
[24-02-17 21.35.32.092],793D21B42F104FA7694D,793D21B40F104FA7694D,72672B7B153A1FA1C001,512,512,1,11.472008,0.078152,0.026600,0.003987,0.000012,0.010589,0.000859,0.120263,0.074847,0.025918,0.003725,0.000012,0.011140,0.001121,0.116835,0.077798,0.026144,0.002903,0.000011,0.010445,0.000733,0.118103,0.086571,0.028408,0.002521,0.000010,0.010856,0.000709,0.129132,0.077680,0.031004,0.003178,0.000012,0.012526,0.000862,0.125329,12.098857,123.177197,127.379589,123.177197,7.201008,7.999230,7.999230,0.996220,0.849261,0.334192,0.337829,0.934435,0.872857,0.879702,0.009499,0.022728,-0.024008,0.934435,0.872857,0.879702,-0.000900,-0.000964 
[24-02-17 21.36.57.149],0983881000ED634215FF,098B881000ED634215FF,EE0B26CEB3E7CC5A6DA1,512,512,1,11.460309,0.080110,0.028821,0.004345,0.000018,0.012954,0.000660,0.126972,0.079861,0.025910,0.002504,0.000009,0.010548,0.000710,0.119604,0.079366,0.028369,0.002556,0.000010,0.010643,0.000642,0.121643,0.080063,0.027342,0.004209,0.000017,0.011313,0.000845,0.123859,0.083098,0.027110,0.002937,0.000012,0.010314,0.000717,0.124250,12.094397,123.177197,127.558266,123.177197,7.201008,7.999379,7.999379,0.995937,0.099613,0.334608,0.952611,0.924090,0.889726,0.867217,0.022798,-0.006272,0.021657,0.924090,0.889726,0.867217,-0.000261,-0.000699 
