script, Key, KeyS, IV, imW, imH, imD, timeKey, tc_Dec2Bin, tc_ReshArray, tc_XOR, tc_ReshapeMatrix1, tcBin2Dec, tc_ReshapeMatrix2, tc_totalTime, tc_diff_Dec2Bin, tc_diff_ReshArray, tc_diff_XOR, tc_diff_ReshapeMatrix1, tc_diff_Bin2Dec, tc_diff_ReshapeMatrix2, tc_diff_totalTime, tc_sens_Dec2Bin, tc_sens_ReshArray, tc_sens_XOR, tc_sens_ReshapeMatrix1, tc_sens_Bin2Dec, tc_sens_ReshapeMatrix2, tc_sens_totalTime, td_Dec2Bin, td_ReshArray, td_XOR, td_ReshapeMatrix1, tdBin2Dec, td_ReshapeMatrix2, td_totalTime, td_diff_Dec2Bin, td_diff_ReshArray, td_diff_XOR, td_diff_ReshapeMatrix1, td_diff_Bin2Dec, td_diff_ReshapeMatrix2, td_diff_totalTime, totalTime, redIntensityPlain, greenIntensityPlain, blueIntensityPlain, redIntensityCipher, greenIntensityCipher, blueIntensityCipher, redIntensityDecipher, greenIntensityDecipher, blueIntensityDecipher, entropyRGBPlain,    entropyRGBCipher,     entropyRGBDecipher, entropyRedPlain,    entropyGreenPlain,    entropyBluePlain, entropyRedCipher,   entropyGreenCipher,   entropyBlueCipher, entropyRedDecipher, entropyGreenDecipher, entropyBlueDecipher, diff_RGB_NPCRscore,   diff_RGB_NPCRpval,   diff_RGB_UACIscore,   diff_RGB_UACIpval, diff_Red_NPCRscore,   diff_Red_NPCRpval,   diff_Red_UACIscore,   diff_Red_UACIpval, diff_Green_NPCRscore, diff_Green_NPCRpval, diff_Green_UACIscore, diff_Green_UACIpval, diff_Blue_NPCRscore,  diff_Blue_NPCRpval,  diff_Blue_UACIscore,  diff_Blue_UACIpval, corr_rgbPlain_H, corr_rgbPlain_V, corr_rgbPlain_D, corr_rgbCipher_H, corr_rgbCipher_V, corr_rgbCipher_D, corr_rgbDecipher_H, corr_rgbDecipher_V, corr_rgbDecipher_D, corr_redPlain_H, corr_redPlain_V, corr_redPlain_D, corr_greenPlain_H, corr_greenPlain_V, corr_greenPlain_D, corr_bluePlain_H, corr_bluePlain_V, corr_bluePlain_D, corr_redCipher_H, corr_redCipher_V, corr_redCipher_D, corr_greenCipher_H, corr_greenCipher_V, corr_greenCipher_D, corr_blueCipher_H, corr_blueCipher_V, corr_blueCipher_D, corr_redDecipher_H, corr_redDecipher_V, corr_redDecipher_D, corr_greenDecipher_H, corr_greenDecipher_V, corr_greenDecipher_D, corr_blueDecipher_H, corr_blueDecipher_V, corr_blueDecipher_D, corr_redKeySensCipher, corr_greenKeySensCipher, corr_blueKeySensCipher, corr_redKeySensDecipher, corr_greenKeySensDecipher, corr_blueKeySensDecipher  
[20-02-17 15.38.25.943],C01E624602846E39868B,C01E624602946E39868B,21E8DDD129B0766F1D7A,256,256,3,0.490555,0.060155,0.017065,0.003185,0.000018,0.007679,0.000796,0.088956,0.060136,0.018339,0.001995,0.000016,0.008315,0.000813,0.089672,0.057848,0.017374,0.002201,0.000012,0.008298,0.000825,0.086615,0.067451,0.021691,0.002063,0.000011,0.008376,0.000894,0.100541,0.064993,0.020000,0.001891,0.000009,0.008795,0.000820,0.096567,0.964629,137.602783,139.957764,144.017792,128.272812,127.614349,127.691315,137.602783,139.957764,144.017792,5.970916,7.998958,5.970916,5.715009,5.373845,5.711657,7.996796,7.997080,7.997251,5.715009,5.373845,5.711657,0.995946,0.147205,0.334687,0.922674,0.996475,0.941274,0.334332,0.742650,0.995743,0.074889,0.334296,0.713333,0.995621,0.026111,0.335434,0.387670,0.975898,0.929125,0.902396,-0.009640,-0.002833,0.007034,0.975898,0.929125,0.902396,0.977379,0.976339,0.973975,0.939714,0.923737,0.923923,0.915054,0.895390,0.896743,-0.004373,-0.002949,-0.021600,-0.011456,-0.006119,0.009076,0.006262,0.004556,0.010284,0.977379,0.976339,0.973975,0.939714,0.923737,0.923923,0.915054,0.895390,0.896743,-0.000891,-0.001190,-0.001683,-0.003731,-0.003731,-0.007245 
[20-02-17 15.41.55.158],5BB10DC12798EAD4D6C6,5BB10DC1279AEAD4D6C6,0775D29293C4EDADD1C1,256,256,3,0.574051,0.062348,0.022289,0.001889,0.000009,0.010159,0.000790,0.097537,0.064464,0.024606,0.002677,0.000012,0.009035,0.000913,0.101758,0.062251,0.016492,0.002216,0.000015,0.008056,0.000785,0.089883,0.072285,0.021789,0.002740,0.000012,0.008165,0.000754,0.105802,0.063402,0.019340,0.002986,0.000015,0.008920,0.000722,0.095438,1.075624,137.602783,139.957764,144.017792,127.396591,127.620377,127.204086,137.602783,139.957764,144.017792,5.970916,7.998943,5.970916,5.715009,5.373845,5.711657,7.997151,7.997111,7.997033,5.715009,5.373845,5.711657,0.996185,0.742409,0.334820,0.729014,0.995804,0.117057,0.335137,0.587343,0.996597,0.980611,0.335137,0.587075,0.996155,0.598896,0.334186,0.627164,0.978463,0.929852,0.908354,0.001282,0.007245,0.003295,0.978463,0.929852,0.908354,0.980514,0.978593,0.976284,0.942202,0.923349,0.924004,0.917176,0.903045,0.904841,0.002082,-0.029329,0.031094,0.010711,-0.008642,0.019665,0.015892,-0.002218,-0.003790,0.980514,0.978593,0.976284,0.942202,0.923349,0.924004,0.917176,0.903045,0.904841,-0.001808,-0.004471,-0.001777,-0.003221,-0.003221,0.004765 
[20-02-17 15.45.25.787],3BE0FB0EA17E14A739C6,3BE0FB0EA17E14A539C6,84FA181615300461A481,256,256,3,0.567976,0.061511,0.019521,0.002613,0.000016,0.007769,0.000749,0.092243,0.055299,0.018018,0.002370,0.000020,0.010118,0.000805,0.086687,0.050170,0.018884,0.001933,0.000011,0.008562,0.001044,0.080661,0.060620,0.020936,0.003360,0.000014,0.009879,0.000755,0.095627,0.066224,0.020143,0.001873,0.000009,0.008437,0.000837,0.097578,1.032585,137.602783,139.957764,144.017792,127.778442,127.106186,127.603516,137.602783,139.957764,144.017792,5.970916,7.999127,5.970916,5.715009,5.373845,5.711657,7.997414,7.996968,7.997549,5.715009,5.373845,5.711657,0.996007,0.269397,0.334707,0.893320,0.995819,0.129828,0.335277,0.487694,0.996216,0.691807,0.333450,0.199756,0.995987,0.330564,0.335394,0.411907,0.977009,0.921542,0.909555,-0.007818,0.009061,-0.011353,0.977009,0.921542,0.909555,0.979272,0.976644,0.975113,0.931946,0.916130,0.916549,0.917388,0.905418,0.905858,-0.010485,-0.006194,-0.006776,0.022506,-0.006590,0.011269,-0.015998,0.003919,-0.021980,0.979272,0.976644,0.975113,0.931946,0.916130,0.916549,0.917388,0.905418,0.905858,0.000879,0.004931,-0.001195,0.001492,0.001492,-0.000575 
[20-02-17 15.49.00.813],2E9F643CEE9F1DC817F8,2E9F643CEE9F1D8817F8,EAFFA0A2F4E52E03D261,256,256,3,0.567592,0.074216,0.023565,0.003373,0.000021,0.009529,0.000830,0.111677,0.068226,0.025313,0.003213,0.000018,0.011219,0.000944,0.109010,0.066069,0.025210,0.003340,0.000014,0.011856,0.000764,0.107318,0.076622,0.024564,0.003368,0.000018,0.013411,0.001516,0.119608,0.081924,0.025894,0.002376,0.000012,0.011245,0.000934,0.122446,1.153520,137.602783,139.957764,144.017792,127.517990,128.162445,127.286301,137.602783,139.957764,144.017792,5.970916,7.999054,5.970916,5.715009,5.373845,5.711657,7.997346,7.997017,7.997334,5.715009,5.373845,5.711657,0.996424,0.990615,0.334970,0.531186,0.996506,0.954563,0.334894,0.779984,0.996384,0.882943,0.335987,0.143700,0.996384,0.882943,0.334028,0.511254,0.976055,0.913984,0.900329,0.004486,-0.011425,-0.001122,0.976055,0.913984,0.900329,0.979499,0.975457,0.973207,0.925618,0.907292,0.909042,0.910532,0.894178,0.896276,-0.012842,0.020492,0.005807,-0.007091,-0.009019,-0.018165,0.016906,-0.007797,-0.012475,0.979499,0.975457,0.973207,0.925618,0.907292,0.909042,0.910532,0.894178,0.896276,-0.002271,-0.000198,0.002027,-0.001218,-0.001218,0.001588 
[20-02-17 15.52.52.014],9D34BE98BE3AE6CD0B0B,9D34BE98BE3AE6CF0B0B,292065959F14C266E112,256,256,3,0.550311,0.058089,0.025480,0.002034,0.000012,0.011791,0.000751,0.098214,0.059917,0.023910,0.003432,0.000015,0.010441,0.000880,0.098659,0.061865,0.025179,0.001986,0.000009,0.010932,0.000951,0.100982,0.067983,0.029047,0.001939,0.000010,0.011445,0.000644,0.111119,0.075175,0.026938,0.003358,0.000015,0.009766,0.000792,0.116103,1.087702,137.602783,139.957764,144.017792,127.465363,127.255325,127.803543,137.602783,139.957764,144.017792,5.970916,7.998966,5.970916,5.715009,5.373845,5.711657,7.996794,7.997367,7.997020,5.715009,5.373845,5.711657,0.996267,0.890515,0.335072,0.413309,0.996445,0.925111,0.335221,0.526734,0.996277,0.773815,0.333948,0.457215,0.996078,0.475034,0.336047,0.126660,0.970068,0.920986,0.907268,0.010484,-0.008950,-0.016697,0.970068,0.920986,0.907268,0.973340,0.969422,0.967443,0.933748,0.913461,0.915749,0.917018,0.901070,0.903716,0.023623,0.002954,0.004876,-0.016174,-0.020798,0.010123,-0.009641,-0.022411,-0.018039,0.973340,0.969422,0.967443,0.933748,0.913461,0.915749,0.917018,0.901070,0.903716,-0.001378,-0.003973,0.006249,0.000459,0.000459,0.008822 
[20-02-17 15.56.55.805],8B5EE728C7DE966DF875,8B5EE728C7D6966DF875,EBA66ED9C824329799C3,256,256,3,0.553518,0.060627,0.025746,0.002350,0.000015,0.013263,0.000934,0.102998,0.065916,0.025519,0.002508,0.000012,0.010376,0.000979,0.105379,0.061895,0.022696,0.003011,0.000015,0.009358,0.000861,0.097902,0.066485,0.021203,0.001875,0.000009,0.008103,0.000790,0.098518,0.075549,0.021078,0.001915,0.000009,0.008790,0.000944,0.108347,1.079006,137.602783,139.957764,144.017792,127.711945,127.486145,127.614258,137.602783,139.957764,144.017792,5.970916,7.999197,5.970916,5.715009,5.373845,5.711657,7.997314,7.997145,7.997252,5.715009,5.373845,5.711657,0.995997,0.246058,0.335216,0.276605,0.996124,0.549835,0.335830,0.196103,0.995895,0.207796,0.334433,0.826847,0.995972,0.308193,0.335385,0.417685,0.975006,0.909546,0.892995,0.005699,0.004948,0.018405,0.975006,0.909546,0.892995,0.978377,0.974232,0.972408,0.924124,0.899536,0.904977,0.904555,0.885779,0.888652,0.011596,-0.002812,0.008315,0.004826,0.023017,-0.012999,0.027317,0.023341,0.004558,0.978377,0.974232,0.972408,0.924124,0.899536,0.904977,0.904555,0.885779,0.888652,-0.003379,-0.001315,-0.002608,-0.000344,-0.000344,-0.000111 
[20-02-17 16.00.38.211],4BE52A366CB9FA81D0DB,4BE52A166CB9FA81D0DB,A26BAADD094578B04DDB,256,256,3,0.575714,0.069972,0.022708,0.002556,0.000013,0.008290,0.000748,0.104345,0.066224,0.020533,0.001909,0.000009,0.009243,0.000937,0.098906,0.068730,0.018400,0.003338,0.000012,0.008536,0.000696,0.099772,0.074520,0.023696,0.001894,0.000009,0.009402,0.000963,0.110543,0.064842,0.021757,0.002367,0.000011,0.009147,0.000988,0.099177,1.100404,137.602783,139.957764,144.017792,127.080200,127.477432,127.845901,137.602783,139.957764,144.017792,5.970916,7.998936,5.970916,5.715009,5.373845,5.711657,7.996889,7.997158,7.997160,5.715009,5.373845,5.711657,0.996297,0.925940,0.334641,0.991740,0.996262,0.754540,0.334403,0.801575,0.996185,0.646443,0.334789,0.867862,0.996445,0.925111,0.334730,0.918068,0.978762,0.909774,0.887966,-0.004115,-0.005938,-0.010160,0.978762,0.909774,0.887966,0.981689,0.978699,0.975897,0.922273,0.901897,0.905151,0.901227,0.879225,0.883445,0.006853,-0.013956,-0.005242,-0.000435,-0.023480,0.006099,-0.017383,0.006004,-0.019102,0.981689,0.978699,0.975897,0.922273,0.901897,0.905151,0.901227,0.879225,0.883445,-0.005716,-0.004200,0.001980,0.008478,0.008478,0.002320 
[20-02-17 16.04.13.623],2BD043C29CC5AF54C748,2BD043C39CC5AF54C748,33C2C8C41E3F96B3A215,256,256,3,0.584670,0.061039,0.019596,0.002612,0.000012,0.008756,0.000769,0.092840,0.058159,0.018345,0.002620,0.000018,0.008620,0.000798,0.088618,0.056894,0.019490,0.001891,0.000009,0.008308,0.000890,0.087535,0.068350,0.019876,0.002163,0.000011,0.007814,0.000755,0.099055,0.069447,0.019118,0.001874,0.000009,0.008594,0.000782,0.099867,1.063887,137.602783,139.957764,144.017792,127.696762,127.427094,127.573578,137.602783,139.957764,144.017792,5.970916,7.999090,5.970916,5.715009,5.373845,5.711657,7.997418,7.997489,7.997102,5.715009,5.373845,5.711657,0.995956,0.164486,0.335315,0.202625,0.996292,0.792204,0.334555,0.930872,0.995575,0.016620,0.336878,0.015249,0.996002,0.353557,0.334513,0.894320,0.977209,0.918447,0.912242,-0.027230,-0.003071,0.006238,0.977209,0.918447,0.912242,0.980133,0.976610,0.974884,0.931775,0.911660,0.911904,0.920952,0.906331,0.909443,-0.039707,-0.031062,-0.010921,-0.007717,0.015666,-0.017162,-0.005829,0.017709,0.006834,0.980133,0.976610,0.974884,0.931775,0.911660,0.911904,0.920952,0.906331,0.909443,-0.001494,-0.002257,0.004126,0.000471,0.000471,0.003363 
[20-02-17 16.07.49.790],793D21B42F104FA7694D,793D21B40F104FA7694D,72672B7B153A1FA1C001,256,256,3,0.601036,0.067597,0.018351,0.001966,0.000010,0.008498,0.000781,0.097255,0.064942,0.017330,0.001926,0.000009,0.008258,0.000866,0.093379,0.061177,0.017376,0.001885,0.000009,0.008263,0.001061,0.089828,0.066620,0.020145,0.002205,0.000018,0.008322,0.000759,0.098134,0.062672,0.020529,0.002644,0.000012,0.008023,0.000813,0.094746,1.086834,137.602783,139.957764,144.017792,127.344604,127.323074,127.294174,137.602783,139.957764,144.017792,5.970916,7.999182,5.970916,5.715009,5.373845,5.711657,7.997586,7.997521,7.997196,5.715009,5.373845,5.711657,0.996257,0.876356,0.335125,0.358663,0.996399,0.894797,0.335207,0.536674,0.996490,0.948257,0.335529,0.333458,0.995880,0.190321,0.334640,0.996126,0.977007,0.923425,0.911194,-0.005669,0.003534,-0.003907,0.977007,0.923425,0.911194,0.980164,0.977050,0.973808,0.933737,0.915803,0.920734,0.922542,0.904490,0.906551,-0.003239,-0.011896,-0.001872,0.009075,-0.005483,0.007012,-0.009194,0.002193,-0.004720,0.980164,0.977050,0.973808,0.933737,0.915803,0.920734,0.922542,0.904490,0.906551,0.006339,-0.003395,0.000092,0.000712,0.000712,-0.001817 
[20-02-17 16.11.42.202],0983881000ED634215FF,098B881000ED634215FF,EE0B26CEB3E7CC5A6DA1,256,256,3,0.866382,0.109700,0.031216,0.004095,0.000019,0.013479,0.000988,0.159576,0.115505,0.034621,0.004375,0.000047,0.013569,0.002178,0.170440,0.108956,0.036648,0.003585,0.000050,0.013880,0.001075,0.164307,0.101826,0.030464,0.002161,0.000012,0.010423,0.001156,0.146113,0.098050,0.029474,0.003537,0.000018,0.011316,0.001709,0.144220,1.671540,137.602783,139.957764,144.017792,127.689087,128.303024,127.875641,137.602783,139.957764,144.017792,5.970916,7.999070,5.970916,5.715009,5.373845,5.711657,7.997313,7.997076,7.997649,5.715009,5.373845,5.711657,0.996251,0.868815,0.334631,0.992903,0.996231,0.713487,0.335328,0.453618,0.996292,0.792204,0.334606,0.975004,0.996231,0.713487,0.333957,0.463271,0.972895,0.915413,0.914274,-0.005656,0.008751,0.000992,0.972895,0.915413,0.914274,0.974878,0.972921,0.970887,0.926950,0.908222,0.911068,0.924442,0.908966,0.909415,-0.020871,0.006311,-0.002407,-0.000639,0.011867,0.015027,0.008860,-0.017169,0.011285,0.974878,0.972921,0.970887,0.926950,0.908222,0.911068,0.924442,0.908966,0.909415,0.002839,0.001921,-0.007933,-0.000053,-0.000053,0.001065 
