script, Key, KeyS, IV, imW, imH, imD, timeKey, tc_Dec2Bin, tc_ReshArray, tc_XOR, tc_ReshapeMatrix1, tcBin2Dec, tc_ReshapeMatrix2, tc_totalTime, tc_diff_Dec2Bin, tc_diff_ReshArray, tc_diff_XOR, tc_diff_ReshapeMatrix1, tc_diff_Bin2Dec, tc_diff_ReshapeMatrix2, tc_diff_totalTime, tc_sens_Dec2Bin, tc_sens_ReshArray, tc_sens_XOR, tc_sens_ReshapeMatrix1, tc_sens_Bin2Dec, tc_sens_ReshapeMatrix2, tc_sens_totalTime, td_Dec2Bin, td_ReshArray, td_XOR, td_ReshapeMatrix1, tdBin2Dec, td_ReshapeMatrix2, td_totalTime, td_diff_Dec2Bin, td_diff_ReshArray, td_diff_XOR, td_diff_ReshapeMatrix1, td_diff_Bin2Dec, td_diff_ReshapeMatrix2, td_diff_totalTime, totalTime, intensityPlain, intensityCipher, intensityDecipher, entropyPlain, entropyCipher, entropyDecipher, diff_NPCRscore, diff_NPCRpval, diff_UACIscore, diff_UACIpval, corr_plain_H, corr_plain_V, corr_plain_D, corr_cipher_H, corr_cipher_V, corr_cipher_D, corr_decipher_H, corr_decipher_V, corr_decipher_D, corr_keySensCipher, corr_keySensDecipher  
[25-02-17 02.27.05.045],C01E624602846E39868B,C01E624602946E39868B,21E8DDD129B0766F1D7A,1024,1024,1,2.406140,0.304567,0.089798,0.010515,0.000018,0.046302,0.002013,0.453279,0.288218,0.104953,0.013924,0.000013,0.045077,0.002840,0.455097,0.290976,0.103329,0.012808,0.000012,0.042687,0.002384,0.452269,0.324536,0.106342,0.010409,0.000013,0.043108,0.002712,0.487196,0.340380,0.108434,0.011319,0.000017,0.042997,0.002651,0.505904,4.829471,89.007527,127.464281,89.007527,7.523737,7.999830,7.999830,0.996038,0.181932,0.334483,0.508634,0.977029,0.977504,0.967910,0.030611,-0.017263,0.018059,0.977029,0.977504,0.967910,0.000537,0.000379 
[25-02-17 02.29.37.704],5BB10DC12798EAD4D6C6,5BB10DC1279AEAD4D6C6,0775D29293C4EDADD1C1,1024,1024,1,2.481648,0.337745,0.110981,0.013352,0.000013,0.048738,0.002559,0.513491,0.346148,0.113699,0.013007,0.000012,0.046412,0.002501,0.521859,0.353889,0.111923,0.013271,0.000014,0.045319,0.002267,0.526766,0.330169,0.105227,0.013738,0.000013,0.044200,0.002742,0.496156,0.332759,0.105280,0.010255,0.000012,0.043892,0.002789,0.495053,5.110961,89.007527,127.523135,89.007527,7.523737,7.999839,7.999839,0.995980,0.031230,0.334368,0.247584,0.977673,0.982363,0.970364,0.017685,0.002336,0.013026,0.977673,0.982363,0.970364,0.002056,0.000807 
[25-02-17 02.32.08.799],3BE0FB0EA17E14A739C6,3BE0FB0EA17E14A539C6,84FA181615300461A481,1024,1024,1,2.420003,0.349319,0.111305,0.014658,0.000018,0.048697,0.002717,0.526797,0.355819,0.112570,0.017807,0.000018,0.047940,0.002335,0.536575,0.337956,0.103934,0.010902,0.000012,0.043146,0.002041,0.498060,0.332418,0.107356,0.010428,0.000012,0.045756,0.002267,0.498307,0.336206,0.108793,0.012759,0.000013,0.043764,0.002417,0.504026,5.056170,89.007527,127.518955,89.007527,7.523737,7.999829,7.999829,0.996106,0.580637,0.334603,0.887054,0.974861,0.983677,0.966564,-0.009259,0.020958,-0.007909,0.974861,0.983677,0.966564,0.001171,0.001097 
[25-02-17 02.34.39.743],2E9F643CEE9F1DC817F8,2E9F643CEE9F1D8817F8,EAFFA0A2F4E52E03D261,1024,1024,1,2.519108,0.352511,0.115726,0.016667,0.000016,0.049684,0.002423,0.537123,0.348866,0.116817,0.015410,0.000012,0.051610,0.002618,0.535426,0.319850,0.100293,0.010934,0.000012,0.043162,0.002317,0.476647,0.321916,0.105763,0.010932,0.000012,0.044021,0.002622,0.485341,0.336082,0.103385,0.012014,0.000015,0.045396,0.003013,0.499975,5.123984,89.007527,127.444519,89.007527,7.523737,7.999821,7.999821,0.996109,0.598896,0.334416,0.341964,0.977315,0.980786,0.968548,0.012613,-0.009941,0.004565,0.977315,0.980786,0.968548,0.000128,-0.000769 
[25-02-17 02.37.11.719],9D34BE98BE3AE6CD0B0B,9D34BE98BE3AE6CF0B0B,292065959F14C266E112,1024,1024,1,2.503853,0.372759,0.120370,0.017431,0.000018,0.052128,0.002635,0.565426,0.396312,0.123193,0.016939,0.000020,0.057211,0.004696,0.598460,0.380541,0.131772,0.017436,0.000025,0.060574,0.002401,0.592841,0.430346,0.128482,0.018237,0.000023,0.056401,0.002366,0.635940,0.416038,0.133680,0.016028,0.000017,0.045437,0.002743,0.614028,5.595093,89.007527,127.646672,89.007527,7.523737,7.999836,7.999836,0.996001,0.064432,0.334654,0.936663,0.977208,0.981734,0.966900,0.016244,0.004556,0.006213,0.977208,0.981734,0.966900,-0.000424,-0.000647 
[25-02-17 02.39.43.505],8B5EE728C7DE966DF875,8B5EE728C7D6966DF875,EBA66ED9C824329799C3,1024,1024,1,2.527242,0.348592,0.115386,0.016774,0.000015,0.048399,0.004481,0.533738,0.343387,0.116248,0.012705,0.000020,0.048298,0.002742,0.523494,0.325838,0.114333,0.011576,0.000014,0.041416,0.003081,0.496330,0.334197,0.113174,0.011797,0.000011,0.043214,0.002844,0.505305,0.341484,0.105792,0.011942,0.000013,0.043091,0.002417,0.504819,5.167302,89.007527,127.501880,89.007527,7.523737,7.999811,7.999811,0.996081,0.419363,0.335223,0.011031,0.979146,0.979325,0.966167,-0.010441,-0.003366,0.005203,0.979146,0.979325,0.966167,-0.000992,-0.000437 
[25-02-17 02.42.14.108],4BE52A366CB9FA81D0DB,4BE52A166CB9FA81D0DB,A26BAADD094578B04DDB,1024,1024,1,2.401580,0.345978,0.117523,0.018197,0.000017,0.049915,0.002453,0.534180,0.341547,0.115287,0.017624,0.000016,0.049421,0.002844,0.526825,0.338044,0.107451,0.011816,0.000012,0.043770,0.002266,0.503438,0.334142,0.105001,0.011692,0.000013,0.044533,0.002216,0.497679,0.332455,0.111859,0.011182,0.000012,0.043811,0.002403,0.501792,5.036807,89.007527,127.597708,89.007527,7.523737,7.999828,7.999828,0.996085,0.443974,0.334600,0.879478,0.976793,0.981816,0.968327,0.010821,0.010833,-0.022872,0.976793,0.981816,0.968327,0.001255,-0.000857 
[25-02-17 02.44.45.225],2BD043C29CC5AF54C748,2BD043C39CC5AF54C748,33C2C8C41E3F96B3A215,1024,1024,1,2.423813,0.358572,0.117306,0.016182,0.000015,0.050001,0.002745,0.544915,0.351007,0.118566,0.018483,0.000016,0.050328,0.002522,0.541030,0.336845,0.104146,0.011839,0.000013,0.042635,0.002400,0.497955,0.340077,0.105592,0.011423,0.000013,0.047863,0.002285,0.507325,0.343302,0.109770,0.011038,0.000012,0.043222,0.002434,0.509844,5.096942,89.007527,127.402946,89.007527,7.523737,7.999806,7.999806,0.996117,0.646443,0.334627,0.970719,0.977696,0.980229,0.967959,-0.026102,0.006307,0.011321,0.977696,0.980229,0.967959,0.000132,-0.000446 
[25-02-17 02.47.15.965],793D21B42F104FA7694D,793D21B40F104FA7694D,72672B7B153A1FA1C001,1024,1024,1,2.411568,0.344014,0.110555,0.012821,0.000012,0.049550,0.002405,0.519443,0.339926,0.111825,0.016610,0.000013,0.047147,0.002570,0.518183,0.326308,0.109122,0.011921,0.000012,0.045951,0.002733,0.496118,0.326759,0.108287,0.011117,0.000012,0.042649,0.002468,0.491366,0.336884,0.108066,0.014094,0.000012,0.042444,0.002545,0.504124,5.016156,89.007527,127.496382,89.007527,7.523737,7.999803,7.999803,0.996128,0.713487,0.334633,0.990496,0.975812,0.980180,0.969166,-0.011436,0.000830,-0.014994,0.975812,0.980180,0.969166,-0.000650,-0.001096 
[25-02-17 02.49.47.206],0983881000ED634215FF,098B881000ED634215FF,EE0B26CEB3E7CC5A6DA1,1024,1024,1,2.429521,0.344831,0.118241,0.016359,0.000013,0.047942,0.002780,0.530252,0.340023,0.114811,0.015505,0.000013,0.047953,0.002308,0.520688,0.352295,0.101561,0.010423,0.000011,0.041935,0.002999,0.509290,0.336896,0.106115,0.010374,0.000011,0.043756,0.002324,0.499553,0.335969,0.106640,0.011240,0.000015,0.044821,0.004141,0.502912,5.059306,89.007527,127.526527,89.007527,7.523737,7.999809,7.999809,0.996086,0.450165,0.334318,0.169544,0.977438,0.981919,0.972082,-0.008702,0.007605,0.029842,0.977438,0.981919,0.972082,-0.001226,0.000161 
