script, Key, KeyS, IV, imW, imH, imD, timeKey, tc_Dec2Bin, tc_ReshArray, tc_XOR, tc_ReshapeMatrix1, tcBin2Dec, tc_ReshapeMatrix2, tc_totalTime, tc_diff_Dec2Bin, tc_diff_ReshArray, tc_diff_XOR, tc_diff_ReshapeMatrix1, tc_diff_Bin2Dec, tc_diff_ReshapeMatrix2, tc_diff_totalTime, tc_sens_Dec2Bin, tc_sens_ReshArray, tc_sens_XOR, tc_sens_ReshapeMatrix1, tc_sens_Bin2Dec, tc_sens_ReshapeMatrix2, tc_sens_totalTime, td_Dec2Bin, td_ReshArray, td_XOR, td_ReshapeMatrix1, tdBin2Dec, td_ReshapeMatrix2, td_totalTime, td_diff_Dec2Bin, td_diff_ReshArray, td_diff_XOR, td_diff_ReshapeMatrix1, td_diff_Bin2Dec, td_diff_ReshapeMatrix2, td_diff_totalTime, totalTime, redIntensityPlain, greenIntensityPlain, blueIntensityPlain, redIntensityCipher, greenIntensityCipher, blueIntensityCipher, redIntensityDecipher, greenIntensityDecipher, blueIntensityDecipher, entropyRGBPlain,    entropyRGBCipher,     entropyRGBDecipher, entropyRedPlain,    entropyGreenPlain,    entropyBluePlain, entropyRedCipher,   entropyGreenCipher,   entropyBlueCipher, entropyRedDecipher, entropyGreenDecipher, entropyBlueDecipher, diff_RGB_NPCRscore,   diff_RGB_NPCRpval,   diff_RGB_UACIscore,   diff_RGB_UACIpval, diff_Red_NPCRscore,   diff_Red_NPCRpval,   diff_Red_UACIscore,   diff_Red_UACIpval, diff_Green_NPCRscore, diff_Green_NPCRpval, diff_Green_UACIscore, diff_Green_UACIpval, diff_Blue_NPCRscore,  diff_Blue_NPCRpval,  diff_Blue_UACIscore,  diff_Blue_UACIpval, corr_rgbPlain_H, corr_rgbPlain_V, corr_rgbPlain_D, corr_rgbCipher_H, corr_rgbCipher_V, corr_rgbCipher_D, corr_rgbDecipher_H, corr_rgbDecipher_V, corr_rgbDecipher_D, corr_redPlain_H, corr_redPlain_V, corr_redPlain_D, corr_greenPlain_H, corr_greenPlain_V, corr_greenPlain_D, corr_bluePlain_H, corr_bluePlain_V, corr_bluePlain_D, corr_redCipher_H, corr_redCipher_V, corr_redCipher_D, corr_greenCipher_H, corr_greenCipher_V, corr_greenCipher_D, corr_blueCipher_H, corr_blueCipher_V, corr_blueCipher_D, corr_redDecipher_H, corr_redDecipher_V, corr_redDecipher_D, corr_greenDecipher_H, corr_greenDecipher_V, corr_greenDecipher_D, corr_blueDecipher_H, corr_blueDecipher_V, corr_blueDecipher_D, corr_redKeySensCipher, corr_greenKeySensCipher, corr_blueKeySensCipher, corr_redKeySensDecipher, corr_greenKeySensDecipher, corr_blueKeySensDecipher  
[21-02-17 13.26.43.276],C01E624602846E39868B,C01E624602946E39868B,21E8DDD129B0766F1D7A,256,256,3,0.461492,0.071843,0.026387,0.002083,0.000010,0.008789,0.000780,0.109955,0.062305,0.018168,0.001890,0.000009,0.008597,0.000717,0.091735,0.058284,0.018146,0.002581,0.000012,0.007891,0.000614,0.087583,0.062733,0.019663,0.003218,0.000014,0.008910,0.000674,0.095267,0.058111,0.020423,0.003133,0.000016,0.009108,0.000618,0.091474,0.950683,132.202057,124.901642,143.263229,127.986191,127.831665,127.277023,132.202057,124.901642,143.263229,7.537089,7.999137,7.537089,7.210437,7.413611,6.920742,7.997247,7.997191,7.997485,7.210437,7.413611,6.920742,0.995946,0.147205,0.335461,0.121766,0.996475,0.941274,0.335543,0.326261,0.995743,0.074889,0.335072,0.636374,0.995621,0.026111,0.335768,0.220300,0.962616,0.944015,0.925033,0.002170,-0.006476,-0.000252,0.962616,0.944015,0.925033,0.960014,0.966446,0.961389,0.938462,0.948447,0.945137,0.916119,0.932197,0.926783,-0.016931,0.001588,0.021853,-0.023706,-0.002320,0.006599,-0.003498,-0.007655,0.010398,0.960014,0.966446,0.961389,0.938462,0.948447,0.945137,0.916119,0.932197,0.926783,-0.002153,0.001561,-0.001216,-0.003934,-0.003934,-0.006978 
[21-02-17 13.30.02.520],5BB10DC12798EAD4D6C6,5BB10DC1279AEAD4D6C6,0775D29293C4EDADD1C1,256,256,3,0.524782,0.071928,0.024204,0.003245,0.000015,0.009992,0.000784,0.110239,0.074488,0.022094,0.003095,0.000018,0.008445,0.000620,0.108833,0.058485,0.021062,0.003923,0.000017,0.009734,0.000675,0.093957,0.081927,0.025433,0.003060,0.000017,0.007779,0.000721,0.119006,0.066210,0.023860,0.002144,0.000011,0.008370,0.000591,0.101252,1.070937,132.202057,124.901642,143.263229,127.129318,127.412704,127.436279,132.202057,124.901642,143.263229,7.537089,7.999114,7.537089,7.210437,7.413611,6.920742,7.997519,7.997250,7.997426,7.210437,7.413611,6.920742,0.996185,0.742409,0.334668,0.951629,0.995804,0.117057,0.335060,0.645919,0.996597,0.980611,0.334191,0.630749,0.996155,0.598896,0.334752,0.899493,0.965721,0.940302,0.928890,0.006072,-0.022244,-0.002374,0.965721,0.940302,0.928890,0.960755,0.971081,0.965327,0.936600,0.944662,0.939644,0.917720,0.936696,0.932254,0.000837,0.010515,0.006863,-0.003125,-0.048073,-0.015534,0.000359,-0.008504,0.001024,0.960755,0.971081,0.965327,0.936600,0.944662,0.939644,0.917720,0.936696,0.932254,-0.007634,0.000947,-0.000961,-0.002851,-0.002851,0.001068 
[21-02-17 13.33.21.688],3BE0FB0EA17E14A739C6,3BE0FB0EA17E14A539C6,84FA181615300461A481,256,256,3,0.527519,0.068449,0.022464,0.003375,0.000017,0.009554,0.000712,0.104630,0.062997,0.023068,0.002887,0.000016,0.008725,0.000762,0.098524,0.072661,0.020483,0.001949,0.000010,0.008128,0.000735,0.104035,0.064457,0.022909,0.001889,0.000009,0.008295,0.000732,0.098343,0.071516,0.018936,0.001878,0.000012,0.009247,0.000897,0.102544,1.049338,132.202057,124.901642,143.263229,127.602875,127.789719,126.981583,132.202057,124.901642,143.263229,7.537089,7.999103,7.537089,7.210437,7.413611,6.920742,7.997582,7.997490,7.997320,7.210437,7.413611,6.920742,0.996007,0.269397,0.335183,0.304483,0.995819,0.129828,0.335081,0.629599,0.996216,0.691807,0.334782,0.873622,0.995987,0.330564,0.335687,0.255440,0.964931,0.941065,0.925986,-0.014460,-0.003755,-0.008566,0.964931,0.941065,0.925986,0.959917,0.970321,0.964555,0.937341,0.945144,0.940710,0.918690,0.931554,0.927716,-0.011315,-0.017411,-0.014655,0.005433,-0.007272,-0.009426,0.004135,-0.004437,-0.025397,0.959917,0.970321,0.964555,0.937341,0.945144,0.940710,0.918690,0.931554,0.927716,-0.001367,0.001893,0.002630,-0.000466,-0.000466,-0.002735 
[21-02-17 13.36.42.988],2E9F643CEE9F1DC817F8,2E9F643CEE9F1D8817F8,EAFFA0A2F4E52E03D261,256,256,3,0.518621,0.076212,0.025539,0.002718,0.000012,0.009156,0.000775,0.114475,0.067710,0.022091,0.002893,0.000012,0.008882,0.000739,0.102396,0.060327,0.020258,0.003057,0.000015,0.009863,0.000847,0.094452,0.059565,0.020765,0.001907,0.000009,0.008383,0.000751,0.091433,0.067764,0.019963,0.002092,0.000011,0.008045,0.000684,0.098616,1.033971,132.202057,124.901642,143.263229,127.293228,127.445129,127.884918,132.202057,124.901642,143.263229,7.537089,7.999096,7.537089,7.210437,7.413611,6.920742,7.997444,7.997470,7.997354,7.210437,7.413611,6.920742,0.996424,0.990615,0.334807,0.747146,0.996506,0.954563,0.335580,0.306718,0.996384,0.882943,0.333901,0.426932,0.996384,0.882943,0.334941,0.740840,0.962854,0.946777,0.929314,0.005651,0.002287,-0.001075,0.962854,0.946777,0.929314,0.960163,0.967811,0.960588,0.943062,0.950934,0.946335,0.922367,0.934461,0.931115,-0.001547,-0.005962,0.024463,0.018260,0.000881,-0.012279,0.000923,0.002699,-0.006847,0.960163,0.967811,0.960588,0.943062,0.950934,0.946335,0.922367,0.934461,0.931115,-0.005362,0.002215,0.002051,0.000592,0.000592,-0.002552 
[21-02-17 13.40.21.317],9D34BE98BE3AE6CD0B0B,9D34BE98BE3AE6CF0B0B,292065959F14C266E112,256,256,3,0.562677,0.063983,0.021042,0.002550,0.000015,0.008519,0.000769,0.096949,0.062532,0.021763,0.002770,0.000012,0.007840,0.000779,0.095764,0.059278,0.018421,0.002388,0.000016,0.008907,0.000617,0.089684,0.059863,0.021199,0.003874,0.000017,0.010218,0.000777,0.096012,0.063638,0.022844,0.003236,0.000012,0.008390,0.000666,0.098852,1.051852,132.202057,124.901642,143.263229,127.663513,126.879227,127.375458,132.202057,124.901642,143.263229,7.537089,7.999158,7.537089,7.210437,7.413611,6.920742,7.997138,7.997071,7.997206,7.210437,7.413611,6.920742,0.996267,0.890515,0.335203,0.287219,0.996445,0.925111,0.336501,0.043553,0.996277,0.773815,0.334234,0.664290,0.996078,0.475034,0.334875,0.795675,0.962199,0.936560,0.926837,0.003621,0.002820,0.000610,0.962199,0.936560,0.926837,0.955755,0.969744,0.961099,0.933205,0.940611,0.935864,0.916917,0.933439,0.930156,0.029468,-0.000358,-0.018247,-0.027821,0.017761,0.018521,-0.002900,0.001668,0.003062,0.955755,0.969744,0.961099,0.933205,0.940611,0.935864,0.916917,0.933439,0.930156,0.000289,-0.001301,0.006708,0.003181,0.003181,0.007205 
[21-02-17 13.44.00.825],8B5EE728C7DE966DF875,8B5EE728C7D6966DF875,EBA66ED9C824329799C3,256,256,3,0.529066,0.063518,0.025285,0.002181,0.000010,0.009293,0.000817,0.101168,0.062235,0.023974,0.002329,0.000018,0.011066,0.000934,0.100640,0.060982,0.019933,0.002084,0.000015,0.008336,0.000786,0.092203,0.068927,0.021185,0.002785,0.000015,0.008581,0.000624,0.102185,0.082023,0.018441,0.001889,0.000008,0.008520,0.000802,0.111742,1.051323,132.202057,124.901642,143.263229,127.485474,127.793823,127.074081,132.202057,124.901642,143.263229,7.537089,7.999065,7.537089,7.210437,7.413611,6.920742,7.997275,7.996574,7.997363,7.210437,7.413611,6.920742,0.995997,0.246058,0.335504,0.103425,0.996124,0.549835,0.335457,0.374298,0.995895,0.207796,0.334916,0.761173,0.995972,0.308193,0.336140,0.103482,0.960874,0.946728,0.922739,0.006327,0.004921,0.008280,0.960874,0.946728,0.922739,0.957759,0.965807,0.959057,0.943670,0.949534,0.946982,0.913355,0.929290,0.925573,0.020158,-0.006115,0.004939,0.020425,-0.013629,0.007965,0.007659,0.010247,0.006932,0.957759,0.965807,0.959057,0.943670,0.949534,0.946982,0.913355,0.929290,0.925573,-0.004527,0.000803,-0.000436,-0.004408,-0.004408,-0.000230 
[21-02-17 13.47.23.341],4BE52A366CB9FA81D0DB,4BE52A166CB9FA81D0DB,A26BAADD094578B04DDB,256,256,3,0.557615,0.070835,0.021490,0.002786,0.000012,0.008575,0.000773,0.104541,0.067121,0.021928,0.003187,0.000018,0.008519,0.000806,0.101652,0.060318,0.020511,0.001900,0.000009,0.007728,0.000704,0.091223,0.067789,0.028797,0.001916,0.000010,0.008422,0.000677,0.107660,0.062126,0.022907,0.002158,0.000010,0.008022,0.000707,0.095983,1.072615,132.202057,124.901642,143.263229,127.246582,127.671921,127.664978,132.202057,124.901642,143.263229,7.537089,7.999140,7.537089,7.210437,7.413611,6.920742,7.997308,7.997697,7.997353,7.210437,7.413611,6.920742,0.996297,0.925940,0.334698,0.907019,0.996262,0.754540,0.335234,0.517225,0.996185,0.646443,0.334380,0.782518,0.996445,0.925111,0.334479,0.865571,0.961553,0.941542,0.917061,-0.003099,-0.006349,-0.013708,0.961553,0.941542,0.917061,0.957832,0.967192,0.959636,0.936761,0.946914,0.940950,0.908857,0.924196,0.918129,-0.001026,0.002526,-0.010797,-0.031303,-0.000067,0.012323,-0.023798,-0.009434,-0.007893,0.957832,0.967192,0.959636,0.936761,0.946914,0.940950,0.908857,0.924196,0.918129,-0.002794,-0.000146,0.002019,-0.004585,-0.004585,-0.000480 
[21-02-17 13.50.47.266],2BD043C29CC5AF54C748,2BD043C39CC5AF54C748,33C2C8C41E3F96B3A215,256,256,3,0.511076,0.064248,0.021891,0.002069,0.000010,0.007741,0.000626,0.096646,0.061372,0.021476,0.003066,0.000015,0.008183,0.000757,0.094932,0.061922,0.019689,0.001876,0.000008,0.007718,0.000707,0.091978,0.064484,0.019744,0.002089,0.000010,0.008731,0.000594,0.095706,0.068066,0.020965,0.001877,0.000009,0.007907,0.000633,0.099505,1.001510,132.202057,124.901642,143.263229,127.797409,127.608307,127.280319,132.202057,124.901642,143.263229,7.537089,7.999108,7.537089,7.210437,7.413611,6.920742,7.996850,7.997400,7.997427,7.210437,7.413611,6.920742,0.995956,0.164486,0.334748,0.832664,0.996292,0.792204,0.334905,0.770413,0.995575,0.016620,0.334380,0.782667,0.996002,0.353557,0.334959,0.726362,0.961171,0.943645,0.922664,-0.006427,-0.012298,-0.016067,0.961171,0.943645,0.922664,0.957577,0.965777,0.960160,0.938664,0.948399,0.943870,0.912622,0.929222,0.926148,-0.034148,0.015925,-0.001059,-0.007478,-0.023413,-0.006002,-0.018183,-0.014513,-0.015505,0.957577,0.965777,0.960160,0.938664,0.948399,0.943870,0.912622,0.929222,0.926148,-0.002472,-0.001182,0.001793,0.001386,0.001386,0.003642 
[21-02-17 13.54.10.613],793D21B42F104FA7694D,793D21B40F104FA7694D,72672B7B153A1FA1C001,256,256,3,0.541394,0.070163,0.022628,0.002463,0.000012,0.008644,0.000804,0.104783,0.068196,0.021429,0.003428,0.000029,0.010543,0.000827,0.104551,0.068797,0.019987,0.001919,0.000012,0.008867,0.000754,0.100397,0.059490,0.026339,0.002946,0.000017,0.009970,0.001029,0.099854,0.063521,0.021086,0.003479,0.000015,0.012568,0.000713,0.101452,1.066988,132.202057,124.901642,143.263229,127.446503,127.683701,127.303131,132.202057,124.901642,143.263229,7.537089,7.999035,7.537089,7.210437,7.413611,6.920742,7.997515,7.997488,7.997008,7.210437,7.413611,6.920742,0.996257,0.876356,0.334812,0.740051,0.996399,0.894797,0.335208,0.535821,0.996490,0.948257,0.334913,0.763789,0.995880,0.190321,0.334317,0.730107,0.965771,0.939906,0.922596,-0.007001,-0.001117,-0.000333,0.965771,0.939906,0.922596,0.961435,0.970307,0.965572,0.934585,0.945609,0.939523,0.911754,0.929947,0.926087,0.014204,-0.008255,-0.026951,0.012343,0.003792,-0.019487,-0.006392,-0.010302,0.015694,0.961435,0.970307,0.965572,0.934585,0.945609,0.939523,0.911754,0.929947,0.926087,0.005217,-0.000443,-0.000892,0.000297,0.000297,-0.002434 
[21-02-17 13.58.03.746],0983881000ED634215FF,098B881000ED634215FF,EE0B26CEB3E7CC5A6DA1,256,256,3,0.595341,0.063795,0.021191,0.001879,0.000008,0.008992,0.000808,0.096731,0.061641,0.020259,0.002070,0.000010,0.008276,0.000674,0.092986,0.068689,0.021497,0.002483,0.000016,0.010816,0.000783,0.104355,0.107773,0.047425,0.003193,0.000017,0.009482,0.000747,0.168708,0.079295,0.034766,0.004191,0.000050,0.017188,0.001346,0.137010,1.208835,132.202057,124.901642,143.263229,127.163727,128.131638,127.656448,132.202057,124.901642,143.263229,7.537089,7.999068,7.537089,7.210437,7.413611,6.920742,7.997191,7.996996,7.997128,7.210437,7.413611,6.920742,0.996251,0.868815,0.334113,0.327161,0.996231,0.713487,0.335088,0.624458,0.996292,0.792204,0.334045,0.523274,0.996231,0.713487,0.333204,0.121531,0.962364,0.943123,0.922682,-0.002352,0.001536,-0.006546,0.962364,0.943123,0.922682,0.959027,0.968355,0.959711,0.938079,0.948442,0.942847,0.914309,0.930494,0.923242,-0.007366,-0.006738,0.007047,0.009904,-0.021793,0.016498,0.014571,-0.018554,-0.015656,0.959027,0.968355,0.959711,0.938079,0.948442,0.942847,0.914309,0.930494,0.923242,0.003617,0.002653,-0.004554,0.000633,0.000633,-0.005975 
