script, Key, KeyS, IV, imW, imH, imD, timeKey, tc_Dec2Bin, tc_ReshArray, tc_XOR, tc_ReshapeMatrix1, tcBin2Dec, tc_ReshapeMatrix2, tc_totalTime, tc_diff_Dec2Bin, tc_diff_ReshArray, tc_diff_XOR, tc_diff_ReshapeMatrix1, tc_diff_Bin2Dec, tc_diff_ReshapeMatrix2, tc_diff_totalTime, tc_sens_Dec2Bin, tc_sens_ReshArray, tc_sens_XOR, tc_sens_ReshapeMatrix1, tc_sens_Bin2Dec, tc_sens_ReshapeMatrix2, tc_sens_totalTime, td_Dec2Bin, td_ReshArray, td_XOR, td_ReshapeMatrix1, tdBin2Dec, td_ReshapeMatrix2, td_totalTime, td_diff_Dec2Bin, td_diff_ReshArray, td_diff_XOR, td_diff_ReshapeMatrix1, td_diff_Bin2Dec, td_diff_ReshapeMatrix2, td_diff_totalTime, totalTime, redIntensityPlain, greenIntensityPlain, blueIntensityPlain, redIntensityCipher, greenIntensityCipher, blueIntensityCipher, redIntensityDecipher, greenIntensityDecipher, blueIntensityDecipher, entropyRGBPlain,    entropyRGBCipher,     entropyRGBDecipher, entropyRedPlain,    entropyGreenPlain,    entropyBluePlain, entropyRedCipher,   entropyGreenCipher,   entropyBlueCipher, entropyRedDecipher, entropyGreenDecipher, entropyBlueDecipher, diff_RGB_NPCRscore,   diff_RGB_NPCRpval,   diff_RGB_UACIscore,   diff_RGB_UACIpval, diff_Red_NPCRscore,   diff_Red_NPCRpval,   diff_Red_UACIscore,   diff_Red_UACIpval, diff_Green_NPCRscore, diff_Green_NPCRpval, diff_Green_UACIscore, diff_Green_UACIpval, diff_Blue_NPCRscore,  diff_Blue_NPCRpval,  diff_Blue_UACIscore,  diff_Blue_UACIpval, corr_rgbPlain_H, corr_rgbPlain_V, corr_rgbPlain_D, corr_rgbCipher_H, corr_rgbCipher_V, corr_rgbCipher_D, corr_rgbDecipher_H, corr_rgbDecipher_V, corr_rgbDecipher_D, corr_redPlain_H, corr_redPlain_V, corr_redPlain_D, corr_greenPlain_H, corr_greenPlain_V, corr_greenPlain_D, corr_bluePlain_H, corr_bluePlain_V, corr_bluePlain_D, corr_redCipher_H, corr_redCipher_V, corr_redCipher_D, corr_greenCipher_H, corr_greenCipher_V, corr_greenCipher_D, corr_blueCipher_H, corr_blueCipher_V, corr_blueCipher_D, corr_redDecipher_H, corr_redDecipher_V, corr_redDecipher_D, corr_greenDecipher_H, corr_greenDecipher_V, corr_greenDecipher_D, corr_blueDecipher_H, corr_blueDecipher_V, corr_blueDecipher_D, corr_redKeySensCipher, corr_greenKeySensCipher, corr_blueKeySensCipher, corr_redKeySensDecipher, corr_greenKeySensDecipher, corr_blueKeySensDecipher  
[21-02-17 08.24.13.124],C01E624602846E39868B,C01E624602946E39868B,21E8DDD129B0766F,256,256,3,2.717397,0.056744,0.021651,0.002228,0.000012,0.008348,0.000708,0.089752,0.058148,0.019149,0.002506,0.000011,0.008358,0.000629,0.088865,0.059375,0.019154,0.003082,0.000018,0.007596,0.000501,0.089781,0.066715,0.023547,0.003371,0.000014,0.010763,0.000613,0.105081,0.074351,0.021517,0.002795,0.000018,0.008773,0.000520,0.108040,3.212228,146.564026,132.999695,142.022537,127.523666,127.460037,127.576813,146.564026,132.999695,142.022537,7.068625,7.999191,7.068625,6.431052,6.538931,6.232038,7.997753,7.997092,7.996975,6.431052,6.538931,6.232038,0.996236,0.844313,0.335821,0.026357,0.996201,0.669436,0.335779,0.215920,0.996185,0.646443,0.335404,0.405957,0.996323,0.826221,0.336279,0.075361,0.975566,0.953066,0.938216,0.011630,-0.004862,-0.004206,0.975566,0.953066,0.938216,0.967207,0.978234,0.981256,0.932725,0.951100,0.975374,0.909093,0.943806,0.961750,0.007273,0.034395,-0.006778,-0.009498,0.003475,-0.008564,-0.012519,-0.009418,0.009319,0.967207,0.978234,0.981256,0.932725,0.951100,0.975374,0.909093,0.943806,0.961750,-0.005191,-0.003084,-0.000205,-0.001834,-0.001834,0.000969 
[21-02-17 08.27.34.061],5BB10DC12798EAD4D6C6,5BB10DC1279AEAD4D6C6,0775D29293C4EDAD,256,256,3,2.781418,0.073737,0.022004,0.001874,0.000009,0.010510,0.000718,0.108908,0.067620,0.023669,0.002060,0.000018,0.012028,0.000612,0.106075,0.061854,0.019676,0.002407,0.000013,0.009000,0.000509,0.093520,0.064849,0.020660,0.002130,0.000016,0.008543,0.000496,0.096744,0.065039,0.020835,0.002149,0.000008,0.008876,0.000641,0.097604,3.295724,146.564026,132.999695,142.022537,127.244980,127.993393,128.152344,146.564026,132.999695,142.022537,7.068625,7.999063,7.068625,6.431052,6.538931,6.232038,7.997348,7.997020,7.997177,6.431052,6.538931,6.232038,0.995692,0.002143,0.334891,0.631798,0.995895,0.207796,0.334707,0.937976,0.995331,0.000871,0.335193,0.546492,0.995850,0.158182,0.334773,0.881432,0.975868,0.948767,0.935121,0.001178,0.002838,0.001589,0.975868,0.948767,0.935121,0.965593,0.980091,0.981921,0.934317,0.937078,0.974907,0.908533,0.937025,0.959806,-0.003227,0.001580,0.005182,-0.006317,-0.008362,0.023193,0.018643,0.006442,-0.020320,0.965593,0.980091,0.981921,0.934317,0.937078,0.974907,0.908533,0.937025,0.959806,-0.004907,-0.002543,-0.006871,-0.008988,-0.008988,-0.008642 
[21-02-17 08.30.54.591],3BE0FB0EA17E14A739C6,3BE0FB0EA17E14A539C6,84FA181615300461,256,256,3,2.726303,0.073461,0.023753,0.003144,0.000012,0.008196,0.000500,0.109126,0.063174,0.024045,0.002276,0.000009,0.009421,0.000783,0.099764,0.058900,0.018778,0.001871,0.000009,0.008850,0.000545,0.089007,0.065428,0.019632,0.002606,0.000020,0.009279,0.000516,0.097554,0.062260,0.020483,0.002015,0.000010,0.008641,0.000578,0.094047,3.228211,146.564026,132.999695,142.022537,127.821579,127.709274,127.349182,146.564026,132.999695,142.022537,7.068625,7.999050,7.068625,6.431052,6.538931,6.232038,7.997260,7.997319,7.997084,6.431052,6.538931,6.232038,0.996012,0.281470,0.334204,0.419051,0.996124,0.549835,0.333797,0.364390,0.995972,0.308193,0.334049,0.525974,0.995941,0.265584,0.334766,0.887412,0.976389,0.949159,0.936794,-0.001271,-0.008671,0.000155,0.976389,0.949159,0.936794,0.965846,0.981075,0.982245,0.933465,0.941885,0.972127,0.912643,0.935875,0.961862,0.001034,-0.001704,-0.003142,0.001003,-0.028473,0.001456,-0.006386,0.016092,-0.009243,0.965846,0.981075,0.982245,0.933465,0.941885,0.972127,0.912643,0.935875,0.961862,-0.008589,0.003543,-0.000874,-0.005247,-0.005247,-0.001050 
[21-02-17 08.34.07.237],2E9F643CEE9F1DC817F8,2E9F643CEE9F1D8817F8,EAFFA0A2F4E52E03,256,256,3,2.865625,0.074732,0.022401,0.002069,0.000011,0.009607,0.000712,0.109602,0.060161,0.019719,0.003039,0.000016,0.009278,0.000731,0.093004,0.066305,0.020406,0.002970,0.000015,0.010089,0.000661,0.100526,0.080334,0.026690,0.002162,0.000015,0.011789,0.000764,0.121824,0.066437,0.021497,0.001886,0.000009,0.009187,0.000723,0.099801,3.405732,146.564026,132.999695,142.022537,127.742081,127.512589,127.932129,146.564026,132.999695,142.022537,7.068625,7.999093,7.068625,6.431052,6.538931,6.232038,7.997043,7.997387,7.997326,6.431052,6.538931,6.232038,0.996119,0.571728,0.334529,0.841774,0.996246,0.734416,0.335654,0.270538,0.996292,0.792204,0.334138,0.590646,0.995819,0.129828,0.333795,0.362989,0.973622,0.953181,0.937873,0.000571,-0.005632,-0.003263,0.973622,0.953181,0.937873,0.963371,0.978370,0.979126,0.933219,0.952863,0.973460,0.916564,0.932584,0.964470,-0.003293,-0.001953,0.006958,0.000277,-0.006966,-0.010207,0.005092,-0.010439,-0.004443,0.963371,0.978370,0.979126,0.933219,0.952863,0.973460,0.916564,0.932584,0.964470,0.005106,0.001046,-0.001822,0.000940,0.000940,0.000852 
[21-02-17 08.37.25.216],9D34BE98BE3AE6CD0B0B,9D34BE98BE3AE6CF0B0B,292065959F14C266,256,256,3,2.739105,0.058455,0.023866,0.003007,0.000017,0.008545,0.000595,0.094550,0.056827,0.018606,0.001963,0.000010,0.008227,0.000529,0.086216,0.053822,0.020334,0.002594,0.000014,0.007666,0.000699,0.085200,0.065030,0.018989,0.002057,0.000015,0.008880,0.000533,0.095563,0.063666,0.019609,0.001927,0.000009,0.008612,0.000533,0.094403,3.207221,146.564026,132.999695,142.022537,127.854050,127.758453,127.543442,146.564026,132.999695,142.022537,7.068625,7.998971,7.068625,6.431052,6.538931,6.232038,7.997237,7.997247,7.997045,6.431052,6.538931,6.232038,0.996145,0.641156,0.335137,0.347656,0.996155,0.598896,0.333695,0.309052,0.995911,0.226185,0.336387,0.058129,0.996368,0.870172,0.335328,0.453774,0.977232,0.952964,0.929919,-0.015117,0.004805,0.006316,0.977232,0.952964,0.929919,0.969087,0.980699,0.981910,0.938665,0.946333,0.973892,0.907073,0.924067,0.958618,-0.011840,-0.009906,-0.023605,0.014997,-0.008809,0.008227,-0.003259,0.033965,-0.011758,0.969087,0.980699,0.981910,0.938665,0.946333,0.973892,0.907073,0.924067,0.958618,0.000693,0.002311,-0.006344,0.000249,0.000249,-0.008834 
[21-02-17 08.40.44.019],8B5EE728C7DE966DF875,8B5EE728C7D6966DF875,EBA66ED9C8243297,256,256,3,2.938130,0.066517,0.028385,0.002666,0.000012,0.011323,0.000714,0.109691,0.062819,0.023148,0.002789,0.000013,0.009506,0.000715,0.099049,0.057396,0.019541,0.002299,0.000012,0.010871,0.000572,0.090748,0.071807,0.026618,0.003434,0.000015,0.009900,0.000641,0.112478,0.080862,0.028953,0.001908,0.000010,0.010239,0.000671,0.122696,3.487030,146.564026,132.999695,142.022537,127.540848,127.766953,127.133530,146.564026,132.999695,142.022537,7.068625,7.998975,7.068625,6.431052,6.538931,6.232038,7.997313,7.997500,7.997010,6.431052,6.538931,6.232038,0.995931,0.123644,0.334504,0.806023,0.995895,0.207796,0.336165,0.097963,0.995987,0.330564,0.334595,0.964939,0.995911,0.226185,0.332753,0.041733,0.977624,0.954086,0.935447,-0.003444,0.010602,-0.005147,0.977624,0.954086,0.935447,0.968807,0.981249,0.982814,0.935697,0.952511,0.974051,0.912910,0.929328,0.964105,-0.001713,-0.018131,0.009511,0.000454,0.012542,0.018811,-0.002533,-0.009326,-0.003581,0.968807,0.981249,0.982814,0.935697,0.952511,0.974051,0.912910,0.929328,0.964105,-0.003465,0.002600,0.002279,-0.003275,-0.003275,-0.000516 
[21-02-17 08.43.57.666],4BE52A366CB9FA81D0DB,4BE52A166CB9FA81D0DB,A26BAADD094578B0,256,256,3,2.756005,0.065527,0.025067,0.002679,0.000015,0.012438,0.000504,0.106297,0.064819,0.023236,0.002980,0.000017,0.011234,0.000572,0.102911,0.066512,0.024065,0.001884,0.000009,0.011864,0.000486,0.104874,0.071141,0.032387,0.002488,0.000012,0.013308,0.002065,0.121465,0.071946,0.020267,0.001893,0.000011,0.008750,0.000535,0.103451,3.307011,146.564026,132.999695,142.022537,127.735916,127.256454,128.060516,146.564026,132.999695,142.022537,7.068625,7.999061,7.068625,6.431052,6.538931,6.232038,7.997510,7.997438,7.996894,6.431052,6.538931,6.232038,0.996140,0.627559,0.334216,0.431551,0.996185,0.646443,0.333846,0.392955,0.996094,0.500000,0.334393,0.793129,0.996140,0.574510,0.334408,0.805832,0.978225,0.952058,0.936986,-0.000025,-0.004039,-0.003265,0.978225,0.952058,0.936986,0.968653,0.982474,0.983546,0.933122,0.949484,0.973567,0.914545,0.931663,0.964751,-0.006625,0.009592,-0.003042,0.009317,-0.025379,0.003946,-0.009310,0.011881,-0.012365,0.968653,0.982474,0.983546,0.933122,0.949484,0.973567,0.914545,0.931663,0.964751,-0.001334,0.002472,-0.003068,0.000145,0.000145,-0.004583 
[21-02-17 08.47.24.022],2BD043C29CC5AF54C748,2BD043C39CC5AF54C748,33C2C8C41E3F96B3,256,256,3,3.085353,0.060493,0.019427,0.002044,0.000009,0.008251,0.000718,0.091013,0.061400,0.019526,0.002079,0.000014,0.009224,0.000520,0.092825,0.061934,0.022556,0.001994,0.000011,0.008468,0.000508,0.095526,0.066357,0.024862,0.002622,0.000015,0.009379,0.000779,0.104092,0.067063,0.024767,0.003381,0.000022,0.009696,0.000736,0.105753,3.588146,146.564026,132.999695,142.022537,127.430176,127.619446,127.745590,146.564026,132.999695,142.022537,7.068625,7.999179,7.068625,6.431052,6.538931,6.232038,7.997412,7.997217,7.997007,6.431052,6.538931,6.232038,0.996129,0.599899,0.334776,0.792251,0.996185,0.646443,0.333755,0.340659,0.995987,0.330564,0.335223,0.525129,0.996216,0.691807,0.335350,0.439163,0.976566,0.950223,0.934675,0.001540,-0.001702,-0.016781,0.976566,0.950223,0.934675,0.966185,0.981023,0.982490,0.933470,0.942822,0.974377,0.914846,0.927502,0.961677,-0.023629,-0.010384,0.038632,-0.004080,-0.005606,0.004579,0.013703,-0.015784,-0.048261,0.966185,0.981023,0.982490,0.933470,0.942822,0.974377,0.914846,0.927502,0.961677,-0.008206,0.008964,0.003214,-0.005052,-0.005052,0.006433 
[21-02-17 08.50.43.716],793D21B42F104FA7694D,793D21B40F104FA7694D,72672B7B153A1FA1,256,256,3,2.761754,0.064338,0.021337,0.002647,0.000023,0.009089,0.000556,0.098059,0.063557,0.024970,0.001901,0.000010,0.011021,0.000618,0.102124,0.064875,0.023535,0.002222,0.000013,0.009844,0.000702,0.101248,0.073763,0.024330,0.001883,0.000009,0.008228,0.000606,0.108877,0.060273,0.020837,0.001936,0.000015,0.008952,0.000521,0.092595,3.275845,146.564026,132.999695,142.022537,127.702118,127.380035,127.931519,146.564026,132.999695,142.022537,7.068625,7.998919,7.068625,6.431052,6.538931,6.232038,7.996718,7.996976,7.996962,6.431052,6.538931,6.232038,0.995758,0.008511,0.334256,0.477198,0.995789,0.105203,0.333755,0.340626,0.996063,0.450165,0.335123,0.597862,0.995422,0.002931,0.333891,0.420406,0.974037,0.950305,0.933376,-0.017958,-0.008774,-0.013886,0.974037,0.950305,0.933376,0.964149,0.977749,0.980212,0.931790,0.945393,0.973732,0.911693,0.926328,0.962106,-0.025761,-0.009300,-0.018814,0.001744,-0.013987,-0.014079,-0.019697,-0.029497,0.007536,0.964149,0.977749,0.980212,0.931790,0.945393,0.973732,0.911693,0.926328,0.962106,0.003683,0.003498,-0.000766,0.005653,0.005653,0.000681 
[21-02-17 08.54.02.829],0983881000ED634215FF,098B881000ED634215FF,EE0B26CEB3E7CC5A,256,256,3,3.150148,0.059502,0.020936,0.001956,0.000009,0.007649,0.000665,0.090755,0.057262,0.019169,0.003039,0.000016,0.008316,0.000587,0.088452,0.058013,0.019919,0.002977,0.000218,0.008299,0.000502,0.089983,0.069968,0.020373,0.003025,0.000015,0.009448,0.000596,0.103479,0.063600,0.020772,0.001889,0.000009,0.008512,0.000642,0.095473,3.630433,146.564026,132.999695,142.022537,127.170044,127.298279,127.308594,146.564026,132.999695,142.022537,7.068625,7.998946,7.068625,6.431052,6.538931,6.232038,7.996832,7.997350,7.997372,6.431052,6.538931,6.232038,0.996272,0.897141,0.335161,0.324768,0.996597,0.980611,0.335789,0.212031,0.996323,0.826221,0.335122,0.598446,0.995895,0.207796,0.334572,0.944930,0.975274,0.953280,0.937423,-0.002369,0.001204,0.011464,0.975274,0.953280,0.937423,0.966292,0.979061,0.980469,0.936293,0.947228,0.976318,0.911211,0.935574,0.965485,0.005321,-0.011728,-0.000701,0.008353,0.012927,-0.017667,0.008204,0.018448,0.007740,0.966292,0.979061,0.980469,0.936293,0.947228,0.976318,0.911211,0.935574,0.965485,-0.002342,-0.001218,0.000974,-0.001965,-0.001965,-0.000286 
